kind,id,name,dc_blinkit_internal_city,latitude,longitude,is_active,place_of_supply,assignment_basis,distance_km,supply_site_latitude,supply_site_longitude,pos_active_warehouse_count,pos_inactive_warehouse_count,pos_locality_count,pos_area_km2,pos_km2_per_active_warehouse,pos_area_balance
darkstore,30378,Super Store - Bengaluru NR Layout ES3,bengaluru,13.009331,77.65271,,bengaluru,label,17.05,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,30415,Super Store - UPNCR Sector 143 ES17,delhi,28.500172,77.43452,,noida,city-majority,5.79,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30421,Super Store - Jaipur Nirman Nagar ES2,jaipur,26.88431,75.75217,,jaipur,label,9.23,26.8108,75.7953,2,11,77,28186,14093,proportional
darkstore,30422,Super Store - Jaipur Adarsh Nagar ES5,jaipur,26.912031,75.837875,,jaipur,label,12.02,26.8108,75.7953,2,11,77,28186,14093,proportional
darkstore,30442,Super Store - Pune Wadgaon Sheri ES3,pune,18.54803,73.936066,,pune,label,21.13,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,30446,Super Store - Kolkata Joka ES17,kolkata,22.445274,88.30843,,kolkata,label,14.41,22.4825,88.1741,3,11,121,18889,6296,proportional
darkstore,30471,Super Store - Jaipur Bais Godam ES6,jaipur,26.91423,75.76684,,jaipur,label,11.84,26.8108,75.7953,2,11,77,28186,14093,proportional
darkstore,30474,Super Store - Delhi Vasant Kunj ES35,delhi,28.515665,77.136665,,noida,city-majority,24.95,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30484,Super Store - Lucknow Nishatganj ES4,lucknow,26.86485,80.96991,,lucknow,label,8.88,26.7875,80.9923,2,7,92,39582,19791,stretched
darkstore,30485,Super Store - Lucknow Vivek Khand ES6,lucknow,26.858433,80.99548,,lucknow,label,7.89,26.7875,80.9923,2,7,92,39582,19791,stretched
darkstore,30492,Super Store - Kolkata Canal Circular Rd ES18,kolkata,22.57052,88.383606,,kolkata,label,12.65,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,30513,Super Store - Pune Hadapsar ES5,pune,18.523209,73.91908,,pune,label,21.8,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,30548,Super Store - Kolkata Kamalgazi ES12,kolkata,22.43146,88.388756,,kolkata,label,22.78,22.4825,88.1741,3,11,121,18889,6296,proportional
darkstore,30549,Super Store - Kolkata Nazirabad ES9,kolkata,22.510742,88.43005,,kolkata,label,20.73,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,30551,Super Store - Kolkata Tangra ES16,kolkata,22.542877,88.38842,,kolkata,label,15.67,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,30558,Super Store - Bengaluru Kadugodi ES7,bengaluru,12.99867,77.73715,,bengaluru,label,10.97,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,30559,Super Store - Bengaluru HAL ES10,bengaluru,12.9416,77.6594,,bengaluru,label,21.16,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,30560,Super Store - Ahmedabad Satellite ES6,ahmedabad,23.028675,72.53561,,ahmedabad,label,27.02,22.9086,72.3062,1,38,118,38470,38470,stretched
darkstore,30563,Super Store - Hyderabad Toli Chowki ES6,hyderabad,17.3835,78.415436,,hyderabad,label,7.56,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,30566,Super Store - Bengaluru Kamakshipalya ES15,bengaluru,12.983489,77.531715,,bengaluru,label,30.18,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,30579,Super Store - Pune Aundh ES4,pune,18.568092,73.808815,,pune,label,11.79,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,30608,Super Store - UPNCR Vasundhara ES15,ghaziabad,28.661627,77.36637,,noida,city-majority,14.23,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30614,Super Store - Bengaluru Haralur ES25,bengaluru,12.881313,77.658356,,bengaluru,label,20.7,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,30615,Super Store - Pune Kondhwa ES6,pune,18.477993,73.90082,,pune,label,24.8,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,30622,Super Store - Bengaluru Mahadevpura ES24,bengaluru,12.988562,77.69099,,bengaluru,label,15.03,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,30638,Super Store - Bengaluru Hongasandra ES30 LD,bengaluru,12.879879,77.62583,,bengaluru,label,22.41,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,30644,Super Store - Chennai Sholinganallur ES4,chennai,12.904987,80.228,,chennai,label,20.3,13.0827,80.2707,3,13,98,33883,11294,proportional
darkstore,30647,Super Store - Bengaluru Anandpura ES12,bengaluru,13.008266,77.6844,,bengaluru,label,14.19,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,30650,Super Store - Hyderabad Film Nagar ES8,hyderabad,17.412607,78.40687,,hyderabad,label,9.01,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,30660,Super Store - Mumbai Worli ES15,mumbai,18.983334,72.816666,,mumbai,label,36.5,19.0513,73.1563,3,13,189,9344,3115,concentrated
darkstore,30663,Super Store - Kolkata Shibpur ES19,howrah,22.5631,88.32497,,kolkata,city-nearest,12.36,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,30664,Super Store - Bengaluru Indiranagar ES27,bengaluru,12.962414,77.6323,,bengaluru,label,21.76,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,30667,Super Store - Pune Pimple Saudagar ES10,pune,18.60497,73.7793,,pune,label,7.4,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,30668,Super Store - Kolkata Gallif Street ES21,kolkata,22.610119,88.36962,,kolkata,label,8.06,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,30673,Super Store - Mumbai Govandi Chembur ES9,mumbai,19.037956,72.91116,,mumbai,label,25.81,19.0513,73.1563,3,13,189,9344,3115,concentrated
darkstore,30677,Super Store - Gurgaon Sector 5 ES37,gurgaon,28.471167,77.02866,,gurgaon,label,1.31,28.4595,77.0266,1,7,87,898,898,concentrated
darkstore,30681,Super Store - Pune Kasturi Chowk ES8,pune,18.5015,73.847336,,pune,label,20.05,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,30691,Super Store - UPNCR Gaur City 1 ES23,delhi,28.608433,77.4084,,noida,city-majority,8.29,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30693,Super Store - Delhi Paschim Vihar ES32,delhi,28.67058,77.09076,,noida,city-majority,32.94,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30697,Super Store - Chennai Perambur ES6,chennai,13.096103,80.24545,,chennai,label,3.11,13.0827,80.2707,3,13,98,33883,11294,proportional
darkstore,30699,Super Store - UPNCR Noida Sector 45 ES20,noida,28.540867,77.34707,,noida,label,4.33,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30708,Super Store - Delhi NFC ES48 PR,delhi,28.570837,77.27641,,noida,city-majority,11.86,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30710,Super Store - Mumbai Mahakali Caves ES26 (LA),mumbai,19.12992,72.86461,,mumbai,label,23.83,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,30720,Super Store -  Bengaluru Electronic City ES18 PR,bengaluru,12.836048,77.65609,,bengaluru,label,16.54,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,30724,Super Store - Delhi Gautam Nagar ES15,delhi,28.557142,77.21589,,noida,city-majority,17.27,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30725,Super Store - Faridabad Sector 16 ES9,faridabad,28.413313,77.32136,,faridabad,label,0.6,28.4089,77.3178,1,7,53,10208,10208,proportional
darkstore,30729,Super Store - Hyderabad Lanco Hills ES22,hyderabad,17.407084,78.36934,,hyderabad,label,12.69,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,30741,Super Store - Hyderabad Nalagandla ES3,hyderabad,17.475302,78.29091,,hyderabad,label,23.07,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,30752,Super Store - Kolkata Kalighat ES23,kolkata,22.519423,88.344795,,kolkata,label,17.23,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,30765,Super Store - Hyderabad Kompally ES27,hyderabad,17.533398,78.488525,,hyderabad,label,8.04,17.5366,78.5643,3,100,131,39128,13042,proportional
darkstore,30771,Super Store - Bengaluru Bellandur ES38,bengaluru,12.94349,77.68936,,bengaluru,label,18.95,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,30775,Super Store - Delhi Rana Pratap Bagh ES46,delhi,28.687765,77.201294,,noida,city-majority,25.09,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30779,Super Store - Delhi Ashram ES24 PR,delhi,28.573505,77.25592,,noida,city-majority,13.85,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30782,Super Store - Gurgaon DLF Phase 1 ES13,gurgaon,28.469326,77.09795,,gurgaon,label,7.06,28.4595,77.0266,1,7,87,898,898,concentrated
darkstore,30786,Super Store - Gurgaon DLF Phase 2 ES36,gurgaon,28.49421,77.08727,,gurgaon,label,7.08,28.4595,77.0266,1,7,87,898,898,concentrated
darkstore,30788,Super Store - Bengaluru Arekere ES33,bengaluru,12.883168,77.59002,,bengaluru,label,25.14,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,30790,Super Store - Delhi Jhandewalan ES75,delhi,28.641483,77.20811,,noida,city-majority,21.4,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30792,Super Store - Bengaluru Manipal County Rd ES20,bengaluru,12.871178,77.637344,,bengaluru,label,20.9,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,30795,Super Store - Mumbai Goregaon West ES21,mumbai,19.15462,72.834984,,mumbai,label,25.33,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,30801,Super Store - Kolkata Haridevpur ES13,kolkata,22.482462,88.34007,,kolkata,label,17.05,22.4825,88.1741,3,11,121,18889,6296,proportional
darkstore,30802,Super Store - UPNCR Noida Sector 93 ES12 PR,noida,28.5242,77.37207,,noida,label,2.24,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30817,Super Store - Kolkata Mominpore ES8 PR,kolkata,22.531042,88.31446,,kolkata,label,15.4,22.4825,88.1741,3,11,121,18889,6296,proportional
darkstore,30819,Super Store - Kolkata Liluah ES22 PR,howrah,22.627916,88.33729,,kolkata,city-nearest,5.15,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,30821,Super Store - Pune Hinjawadi Phase 1 ES11,pune,18.584599,73.7367,,pune,label,10.84,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,30832,Super Store - Bengaluru Thanisandra ES13,bengaluru,13.077042,77.64209,,bengaluru,label,16.17,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,30836,Super Store - Delhi Panchsheel Vihar ES64,delhi,28.538994,77.218956,,noida,city-majority,16.81,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30850,Super Store - Delhi Prashant Vihar ES63,delhi,28.718937,77.13892,,noida,city-majority,31.96,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30860,Super Store - Mumbai Kurla West ES24,mumbai,19.083763,72.88749,,mumbai,label,25.15,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,30865,Super Store - UPNCR Vaishali Sec1 ES38,vaishali,28.639935,77.336876,,noida,city-nearest,12.76,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30868,Super Store - Chandigarh Industrial Area ES1,chandigarh,30.703407,76.801834,,mohali,city-nearest,9.88,30.7028,76.6985,1,1,62,7121,7121,proportional
darkstore,30872,Super Store - Kolkata Belgachia ES25,kolkata,22.601511,88.40039,,kolkata,label,10.65,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,30874,Super Store - Pune Dhanori ES13,pune,18.559834,73.889,,pune,label,16.65,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,30881,Super Store - Hyderabad Shaikpet ES11,hyderabad,17.390093,78.40923,,hyderabad,label,8.24,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,30900,Super Store - Delhi Sarita Vihar ES81,delhi,28.531725,77.30022,,noida,city-majority,8.88,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30902,Super Store - Lucknow Krishna Nagar ES15,lucknow,26.80906,80.88251,,lucknow,label,9.26,26.7474,80.9452,2,7,92,39582,19791,stretched
darkstore,30908,Super Store - Delhi Defence Colony ES71,delhi,28.59305,77.21184,,noida,city-majority,18.63,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30909,Super Store - UPNCR Shyam Park ES39 PR,ghaziabad,28.670162,77.39593,,noida,city-majority,14.98,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30912,Super Store - UPNCR Crossings Republik ES13,ghaziabad,28.621378,77.44273,,noida,city-majority,10.8,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30930,Super Store - Mumbai Borivali West ES17,mumbai,19.22569,72.85168,,mumbai,label,21.67,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,30940,Super Store - Delhi Prahladpur ES79,delhi,28.509283,77.29092,,noida,city-majority,10.2,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30942,Super Store - Delhi Sant Nagar ES70,delhi,28.552853,77.24941,,noida,city-majority,13.96,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30985,Super Store - Delhi Rajouri Garden ES62,delhi,28.646166,77.112,,noida,city-majority,29.89,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30987,Super Store - Delhi Tilak Nagar ES45,delhi,28.64135,77.107895,,noida,city-majority,30.04,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,30993,Super Store - Bengaluru Balagere Road ES36,bengaluru,12.924933,77.74274,,bengaluru,label,18.24,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,30995,Super Store - Bengaluru Frazer Town ES43,bengaluru,13.0083685,77.60381,,bengaluru,label,21.9,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,30998,Super Store - Lucknow Gudamba ES21,lucknow,26.936487,80.99263,,lucknow,label,16.57,26.7875,80.9923,2,7,92,39582,19791,stretched
darkstore,31000,Super Store - Lucknow Manas Enclave ES12,lucknow,26.909279,80.99915,,lucknow,label,13.56,26.7875,80.9923,2,7,92,39582,19791,stretched
darkstore,31004,Super Store - Gurgaon Sector 49 ES3,gurgaon,28.407166,77.05874,,gurgaon,label,6.61,28.4595,77.0266,1,7,87,898,898,concentrated
darkstore,31007,Super Store - Bengaluru Malleshpalya ES11,bengaluru,12.974934,77.67606,,bengaluru,label,17.25,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,31012,Super Store - Hyderabad KPHB-V ES28,hyderabad,17.49507,78.388275,,hyderabad,label,16.09,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,31014,Super Store - Gurgaon Sector 57 ES49,gurgaon,28.428108,77.087715,,gurgaon,label,6.92,28.4595,77.0266,1,7,87,898,898,concentrated
darkstore,31015,Super Store - Kolkata Maniktala ES15,kolkata,22.581627,88.38262,,kolkata,label,11.49,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,31021,Super Store - Bengaluru Bellandur 2 ES34,bengaluru,12.926118,77.67188,,bengaluru,label,21.63,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,31025,Super Store - Bengaluru E-City Phase1 ES46,bengaluru,12.848947,77.64763,,bengaluru,label,18.24,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,31026,Super Store - Pune Bavdhan ES24,pune,18.509047,73.78374,,pune,label,18.05,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,31033,Super Store - Bengaluru E-City Phase-2 ES47,bengaluru,12.817388,77.70883,,bengaluru,label,11.98,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,31038,Super Store - Mumbai Seawoods ES30,thane,19.037685,73.00865,,mumbai,city-nearest,15.59,19.0513,73.1563,3,13,189,9344,3115,concentrated
darkstore,31045,Super Store - Delhi Rajendra Place ES83,delhi,28.642931,77.178154,,noida,city-majority,23.97,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31054,Super Store - Chennai Chitlapakkam ES5,chennai,12.926178,80.11126,,chennai,label,24.52,13.0827,80.2707,3,13,98,33883,11294,proportional
darkstore,31058,Super Store - Hyderabad Pragathinagar ES30,hyderabad,17.533398,78.406944,,hyderabad,label,16.69,17.5366,78.5643,3,100,131,39128,13042,proportional
darkstore,31059,Super Store - Kolkata Dumdum ES32,kolkata,22.636217,88.39688,,kolkata,label,7.83,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,31068,Super Store - Jaipur Vaishali Nagar ES9,jaipur,26.917473,75.73327,,jaipur,label,13.36,26.8108,75.7953,2,11,77,28186,14093,proportional
darkstore,31072,Super Store - Kolkata Khardaha ES29,kolkata,22.735825,88.37398,,kolkata,label,8.08,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,31076,Super Store - Kolkata New Town ES35,kolkata,22.589827,88.48504,,kolkata,label,16.01,22.7337,88.4787,3,11,121,18889,6296,proportional
darkstore,31084,Super Store - Delhi Model Town ES113,delhi,28.725252,77.18516,,noida,city-majority,29.13,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31086,Super Store - Delhi Punjabi Bagh West ES93,delhi,28.680286,77.11295,,noida,city-majority,31.56,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31090,Super Store - Ludhiana Model Town ES3,ludhiana,30.883127,75.8619,,ludhiana,label,2.02,30.9009,75.8573,2,2,51,38214,19107,stretched
darkstore,31092,Super Store - Ludhiana Civil Lines ES1,ludhiana,30.925962,75.806725,,ludhiana,label,5.57,30.9009,75.8573,2,2,51,38214,19107,stretched
darkstore,31102,Super Store - Mumbai Marine Lines ES37,mumbai,18.953257,72.82747,,mumbai,label,36.25,19.0513,73.1563,3,13,189,9344,3115,concentrated
darkstore,31108,Super Store - Bengaluru JP Nagar 8th Phase ES56,bengaluru,12.872814,77.58645,,bengaluru,label,24.57,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,31115,Super Store - Delhi Naraina Phase-2 ES96,delhi,28.621166,77.162,,noida,city-majority,24.31,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31118,Super Store - UPNCR Chander Nagar ES36,ghaziabad,28.67194,77.34909,,noida,city-majority,15.71,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31126,Super Store - UPNCR Kaveri Marg ES3,ghaziabad,28.641768,77.36673,,noida,city-majority,12.05,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31130,Super Store - Bengaluru Kadubeesanahalli ES50,bengaluru,12.927641,77.70057,,bengaluru,label,19.78,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,31135,Super Store - Lucknow Ismailganj ES8,lucknow,26.879847,81.016594,,lucknow,label,10.55,26.7875,80.9923,2,7,92,39582,19791,stretched
darkstore,31166,Super Store - Kolkata Jadavpur ES40,kolkata,22.484194,88.37317,,kolkata,label,20.45,22.4825,88.1741,3,11,121,18889,6296,proportional
darkstore,31178,Super Store - Delhi Mahipalpur ES34,delhi,28.541594,77.12942,,noida,city-majority,25.56,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31189,Super Store - Kolkata NSC Bose Road ES30,kolkata,22.452972,88.368614,,kolkata,label,20.26,22.4825,88.1741,3,11,121,18889,6296,proportional
darkstore,31214,Super Store - Pune Ambegaon ES17,pune,18.438389,73.84459,,pune,label,26.7,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,31220,Super Store - Lucknow Vrindavan Sec 12 ES23,vrindavan,26.761944,80.97329,,lucknow,city-majority,3.22,26.7474,80.9452,2,7,92,39582,19791,stretched
darkstore,31225,Super Store - Mumbai Powai ES41,mumbai,19.11716,72.91006,,mumbai,label,20.87,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,31228,Super Store - Bengaluru Basavanagudi ES51,bengaluru,12.924933,77.5594,,bengaluru,label,30.6,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,31237,Super Store - Hyderabad Himayatnagar ES32,hyderabad,17.389208,78.474754,,hyderabad,label,1.35,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,31244,Super Store - Bengaluru Kannamangala ES58,bengaluru,13.040951,77.77213,,bengaluru,label,5.01,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,31245,Super Store - Delhi West Patel Nagar ES132,delhi,28.663475,77.16501,,noida,city-majority,26.25,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31250,Super Store - Bengaluru Hosa Road 2 ES52,bengaluru,12.876028,77.67656,,bengaluru,label,19.33,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,31252,Super Store - Faridabad NIT-5 ES21,faridabad,28.399622,77.30496,,faridabad,label,1.63,28.4089,77.3178,1,7,53,10208,10208,proportional
darkstore,31260,Super Store - Delhi Mayur Vihar Phase-3 ES110,delhi,28.613455,77.3328,,noida,city-majority,10.37,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31264,Super Store - Delhi SSN Marg ES82,delhi,28.501593,77.18192,,noida,city-majority,20.77,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31267,Super Store - Mumbai Kharghar ES39,panvel,19.045433,73.07357,,mumbai,city-nearest,8.72,19.0513,73.1563,3,13,189,9344,3115,concentrated
darkstore,31275,Super Store - Lucknow Chinhat ES11,lucknow,26.890423,81.05006,,lucknow,label,12.8,26.7875,80.9923,2,7,92,39582,19791,stretched
darkstore,31277,Super Store - Bengaluru Rajaji Nagar ES63,bengaluru,12.992089,77.544815,,bengaluru,label,28.51,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,31283,Super Store - Vadodara Gorwa ES2,vadodara,22.312067,73.1852,,ahmedabad,city-nearest,111.99,22.9086,72.3062,1,38,118,38470,38470,stretched
darkstore,31287,Super Store - Mumbai Nahur ES42,mumbai,19.160952,72.93693,,mumbai,label,15.6,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,31298,Super Store - Pune Bhumkar Chowk ES35,pune,18.613548,73.76258,,pune,label,6.8,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,31304,Super Store - Bengaluru Hosa Road ES37,bengaluru,12.904802,77.682106,,bengaluru,label,22.12,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,31306,Super Store - Faridabad Sector 21 ES14,faridabad,28.411816,77.28947,,faridabad,label,2.79,28.4089,77.3178,1,7,53,10208,10208,proportional
darkstore,31307,Super Store - Gurgaon Sector 82 ES52,gurgaon,28.366575,76.95385,,gurgaon,label,12.55,28.4595,77.0266,1,7,87,898,898,concentrated
darkstore,31316,Super Store - Kolkata Mukundapur ES34,kolkata,22.48335,88.395905,,kolkata,label,22.18,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,31320,Super Store - Bengaluru Hoodi ES72,bengaluru,12.997789,77.73029,,bengaluru,label,11.46,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,31322,Super Store - Delhi Krishna Nagar ES91,krishna nagar,28.653273,77.28668,,noida,city-majority,16.59,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31336,Super Store - Bengaluru Chhanasandra ES67,bengaluru,12.974934,77.7594,,bengaluru,label,12.4,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,31344,Super Store - Meerut Mangal Pandey ES1,meerut,28.970146,77.74071,,dasna,city-nearest,32.53,28.7251,77.5582,2,2,15,4511,2256,concentrated
darkstore,31348,Super Store - Delhi Naharpur ES130,delhi,28.701334,77.12403,,noida,city-majority,31.92,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31351,Super Store - Vadodara Sayaji Park Society ES1,vadodara,22.287067,73.22687,,ahmedabad,city-nearest,117.09,22.9086,72.3062,1,38,118,38470,38470,stretched
darkstore,31357,Super Store - Gurgaon Sector 15 ES43,gurgaon,28.454746,77.0445,,gurgaon,label,1.83,28.4595,77.0266,1,7,87,898,898,concentrated
darkstore,31364,Super Store - Pune Wagholi 2 ES38,pune,18.570412,73.98918,,pune,label,24.4,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,31372,Super Store - Delhi Laxmi Nagar ES57,delhi,28.643047,77.28051,,noida,city-majority,16.11,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31377,Super Store - UPNCR Noida Panchsheel Green ES59,noida,28.604582,77.47195,,noida,label,11.02,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31390,Super Store - Kolkata Salt Lake Sector-1 ES50,kolkata,22.597736,88.40441,,kolkata,label,11.24,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,31392,Super Store - UPNCR Ghaziabad Shastri Nagar ES44,ghaziabad,28.653576,77.461205,,noida,city-majority,14.81,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31394,Super Store - Faridabad Green Field ES11,faridabad,28.45457,77.28161,,faridabad,label,6.19,28.4089,77.3178,1,7,53,10208,10208,proportional
darkstore,31396,Super Store - Lucknow Jankipuram ES33,lucknow,26.925234,80.946175,,lucknow,label,15.98,26.7875,80.9923,2,7,92,39582,19791,stretched
darkstore,31398,Super Store - Gurgaon Sector 14 ES64,gurgaon,28.472725,77.04442,,gurgaon,label,2.28,28.4595,77.0266,1,7,87,898,898,concentrated
darkstore,31404,Super Store - Kolkata Baguihati ES46,kolkata,22.607487,88.41825,,kolkata,label,11.5,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,31406,Super Store - Chandigarh Sector 17 ES4,chandigarh,30.761452,76.783035,,mohali,city-nearest,10.38,30.7028,76.6985,1,1,62,7121,7121,proportional
darkstore,31408,Super Store - Delhi IP Extension ES78,delhi,28.633867,77.30959,,noida,city-majority,13.52,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31414,Super Store - Bengaluru Yelahanka ES49,bengaluru,13.0916,77.576065,,bengaluru,label,23.34,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,31424,Super Store - Hyderabad Zamistanpur ES41,hyderabad,17.408854,78.498856,,hyderabad,label,2.95,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,31434,Super Store - Bengaluru Pai Layout ES57,bengaluru,12.996517,77.66407,,bengaluru,label,16.74,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,31438,Super Store - Gurgaon Sector 48 ES50,gurgaon,28.421167,77.00367,,gurgaon,label,4.82,28.4595,77.0266,1,7,87,898,898,concentrated
darkstore,31445,Super Store - Pune Kharadi ES37,pune,18.559147,73.94982,,pune,label,21.51,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,31446,Super Store - UPNCR Noida Sector 104 ES31,noida,28.534254,77.37008,,noida,label,2.05,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,31448,Super Store - Kanpur Lal Bangla ES8,kanpur,26.41254,80.41576,,lucknow,city-nearest,64.49,26.7474,80.9452,2,7,92,39582,19791,stretched
darkstore,31454,Super Store - Faridabad Sector 37 ES13,faridabad,28.479874,77.30234,,faridabad,label,8.04,28.4089,77.3178,1,7,53,10208,10208,proportional
darkstore,31462,Super Store - Bengaluru DLF - Akshay Nagar ES73,bengaluru,12.877306,77.61324,,bengaluru,label,23.01,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,31466,Super Store - Pune Viman Nagar ES42,pune,18.573633,73.91439,,pune,label,17.55,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,31468,Super Store - Kolkata Kestopur ES51,kolkata,22.59942,88.43141,,kolkata,label,13.11,22.674,88.3325,3,11,121,18889,6296,proportional
